Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
,False,3/24/2017,4/28/2017,Economy,122,DAL-HOU,389,John Lucas
rmarley@vizpainter.com,True,5/7/2017,6/7/2017,Economy,148,DAL-OKC,644,Robert Marley
jepp@vizpainter.com,False,3/30/2017,6/3/2017,Economy,101,DAL-MDW,373,Jim Epp
mdominguez@vizpainter.com,False,8/30/2017,11/9/2017,First Class,224,DAL-HOU,523,Michael Dominguez
kseio@vizpainter.com,False,5/30/2017,7/10/2017,Business,84,DAL-PHX,419,Karen Seio
sbrown@vizpainter.com,True,10/16/2017,11/26/2017,First Class,287,DAL-ATL,678,Sarah Brown
mlee@vizpainter.com,False,11/12/2017,12/13/2017,Economy,114,DAL-PHX,550,Muhammed Lee
ngelder@vizpainter.com,False,1/30/2017,3/7/2017,Economy,94,DAL-ATL,561,Nathan Gelder
mhuthwaite@vizpainter.com,False,1/17/2017,4/4/2017,First Class,234,DAL-ELP,534,Michelle Huthwaite
nradford@vizpainter.com,False,8/20/2017,9/1/2017,Economy,85,DAL-CLE,569,Nick Radford
rhightower@vizpainter.com,False,9/11/2017,9/30/2017,Economy,118,DAL-HOU,636,Ritsa Hightower
kbrennan@vizpainter.com,False,11/17/2017,12/8/2017,Economy,136,DAL-HOU,439,Ken Brennan
fharton@vizpainter.com,False,10/27/2017,12/11/2017,Economy,149,DAL-MDW,289,Fred Harton
mlee@vizpainter.com,False,6/28/2017,8/12/2017,Economy,112,DAL-OKC,550,Muhammed Lee
dpardue@vizpainter.com,False,2/26/2017,3/27/2017,Economy,134,DAL-ELP,225,Dennis Pardue
jmyrick@vizpainter.com,True,7/13/2017,8/16/2017,Business,108,DAL-SEA,368,Jessica Myrick
jfortune-@vizpainter.com,False,11/19/2017,12/24/2017,Economy,76,DAL-LGA,352,Jason Fortune-
hkirkland@vizpainter.com,True,10/23/2017,11/26/2017,Economy,129,DAL-HOU,325,Heather Kirkland
jpatt@vizpainter.com,False,11/6/2017,12/20/2017,Economy,65,DAL-GRR,363,Jennifer Patt
tseio@vizpainter.com,False,10/20/2017,12/11/2017,Economy,92,DAL-PHX,746,Thomas Seio
lmackendrick@vizpainter.com,True,11/1/2017,12/15/2017,Economy,102,DAL-SEA,470,Liz MacKendrick
fhawley@vizpainter.com,False,10/22/2017,11/9/2017,Economy,139,DAL-LAS,284,Frank Hawley
kheidel@vizpainter.com,False,12/26/2016,3/5/2017,Economy,127,DAL-MDW,441,Ken Heidel
marnett@vizpainter.com,False,8/25/2017,10/9/2017,First Class,303,DAL-MDW,532,Michelle Arnett
sbrown@vizpainter.com,True,5/4/2017,6/23/2017,Economy,83,DAL-HOU,678,Sarah Brown
mschwartz@vizpainter.com,True,11/29/2017,12/29/2017,Economy,111,DAL-AUS,517,Maxwell Schwartz
jmyrick@vizpainter.com,False,8/12/2017,10/9/2017,Business,179,DAL-AUS,368,Jessica Myrick
csievert@vizpainter.com,False,3/15/2017,4/2/2017,Economy,73,DAL-AUS,141,Chad Sievert
jrupert@vizpainter.com,False,12/6/2016,2/18/2017,Economy,118,DAL-AUS,379,Jocasta Rupert
mstewart@vizpainter.com,False,10/23/2017,11/10/2017,Economy,84,DAL-LGA,531,Michael Stewart
tbutterfield@vizpainter.com,False,3/12/2017,4/25/2017,Economy,120,DAL-AUS,736,Ted Butterfield
bthompson@vizpainter.com,False,9/5/2017,9/19/2017,Economy,130,DAL-AUS,87,Beth Thompson
rdemir@vizpainter.com,True,8/20/2017,9/2/2017,Economy,115,DAL-LGA,647,Roger Demir
dbremer@vizpainter.com,False,9/20/2017,12/15/2017,First Class,269,DAL-ELP,207,David Bremer
tboland@vizpainter.com,True,1/24/2017,4/10/2017,Economy,147,DAL-HOU,744,Thomas Boland
schance,False,11/4/2016,1/29/2017,First Class,290,DAL-LAS,695,Shaun Chance
kmiller@vizpainter.com,False,12/10/2016,2/25/2017,Economy,133,DAL-LGA,447,Kunst Miller
hryan@vizpainter.com,False,10/25/2017,12/28/2017,Economy,121,DAL-LAS,321,Harold Ryan
bmurry@vizpainter.com,False,11/24/2017,12/6/2017,First Class,308,DAL-ATL,105,Brendan Murry
fcarlisle@vizpainter.com,False,2/7/2017,4/21/2017,Economy,95,DAL-LGA,282,Frank Carlisle
mgnade@vizpainter.com,True,3/20/2017,4/7/2017,Economy,94,DAL-LGA,512,Maureen Gnade
mhaberlin@vizpainter.com,False,5/6/2017,7/27/2017,Economy,143,DAL-ELP,495,Mark Haberlin
mjones@vizpainter.com,True,10/22/2017,11/18/2017,Economy,163,DAL-SLC,515,Max Jones
fmerwin@vizpainter.com,False,3/19/2017,6/17/2017,Economy,155,DAL-OKC,285,Frank Merwin
tboyes@vizpainter.com,False,5/15/2017,7/10/2017,Economy,138,DAL-HOU,756,Todd Boyes
rwaldorf@vizpainter.com,False,10/8/2017,11/14/2017,Economy,137,DAL-AUS,645,Robert Waldorf
dkatz@vizpainter.com,True,9/9/2017,9/27/2017,Economy,70,DAL-ELP,214,Dean Katz
iliston@vizpainter.com,False,10/30/2017,11/29/2017,Economy,149,DAL-LGA,339,Ivan Liston
jlebron@vizpainter.com,False,5/19/2017,6/12/2017,Economy,144,DAL-LAS,341,Jack Lebron
jepp@vizpainter.com,False,3/20/2017,4/28/2017,Economy,117,DAL-GRR,373,Jim Epp
mhernandez@vizpainter.com,False,11/11/2017,12/18/2017,Economy,69,DAL-PHX,540,Mick Hernandez
,False,11/26/2017,12/31/2017,Business,86,DAL-AMA,679,Sarah Foster
hwasserman@vizpainter.com,False,12/8/2017,12/27/2017,Business,119,DAL-OKC,328,Helen Wasserman
snguyen@vizpainter.com,False,8/29/2017,10/2/2017,First Class,241,DAL-AUS,713,Steve Nguyen
lolson@vizpainter.com,False,11/8/2017,12/31/2017,Economy,123,DAL-AMA,477,Lori Olson
carntzen@vizpainter.com,False,3/12/2017,3/26/2017,Economy,100,DAL-MDW,184,Cynthia Arntzen
msatty@vizpainter.com,False,10/27/2017,12/8/2017,Economy,143,DAL-HOU,513,Maurice Satty
spak@vizpainter.com,True,7/15/2017,9/22/2017,Economy,140,DAL-AUS,723,Sung Pak
ahäberlin@vizpainter.com,True,8/15/2017,9/5/2017,Economy,102,DAL-AUS,46,Anna Häberlin
lhernandez@vizpainter.com,True,10/14/2017,12/16/2017,Business,159,DAL-LAS,459,Lena Hernandez
cjumper@vizpainter.com,False,11/9/2017,12/3/2017,Business,84,DAL-LAS,133,Caroline Jumper
snguyen@vizpainter.com,True,9/19/2017,10/20/2017,Economy,96,DAL-AUS,713,Steve Nguyen
x,False,9/23/2017,10/13/2017,Economy,112,DAL-MDW,204,Dave Hallsten
rausman@vizpainter.com,False,1/16/2017,4/15/2017,Business,99,DAL-LGA,658,Ruben Ausman
rkennedy@vizpainter.com,False,5/9/2017,7/31/2017,Economy,125,DAL-SLC,619,Ralph Kennedy
gbell@vizpainter.com,False,4/25/2017,5/3/2017,Economy,147,DAL-TUL,301,George Bell
mgockenbach@vizpainter.com,True,2/15/2017,4/8/2017,Economy,117,DAL-OKC,542,Mike Gockenbach
ccheatham@vizpainter.com,False,8/19/2017,9/8/2017,Economy,69,DAL-AUS,169,Clay Cheatham
dmonton@vizpainter.com,False,7/12/2017,8/25/2017,Economy,141,DAL-HOU,222,Denise Monton
ashonely@vizpainter.com,False,6/8/2017,7/8/2017,Economy,102,DAL-ATL,16,Alan Shonely
sgordon@vizpainter.com,True,8/29/2017,9/24/2017,Economy,139,DAL-PHX,697,Sheri Gordon
rhightower@vizpainter.com,False,9/10/2017,9/30/2017,First Class,231,DAL-PHX,636,Ritsa Hightower
lhaushalter@vizpainter.com,False,9/4/2017,11/10/2017,First Class,309,DAL-ELP,476,Logan Haushalter
tbrockman@vizpainter.com,False,9/3/2017,11/27/2017,Economy,158,DAL-AUS,749,Tim Brockman
aferguson@vizpainter.com,False,8/20/2017,11/30/2017,Economy,159,DAL-LGA,58,Art Ferguson
mlee@vizpainter.com,False,7/31/2017,8/12/2017,Economy,81,DAL-SLC,550,Muhammed Lee
mlee@vizpainter.com,False,7/26/2017,8/12/2017,Economy,102,DAL-LGA,550,Muhammed Lee
tritter@vizpainter.com,True,7/2/2017,11/3/2017,Economy,69,DAL-LGA,754,Toby Ritter
sparks@vizpainter.com,False,10/2/2017,12/12/2017,Economy,102,DAL-SEA,702,Sibella Parks
mbrown@vizpainter.com,True,5/22/2017,7/15/2017,Economy,76,DAL-HOU,538,Mick Brown
handreada@vizpainter.com,False,8/17/2017,9/5/2017,Economy,68,DAL-GRR,327,Helen Andreada
gweimer@vizpainter.com,True,9/24/2017,11/14/2017,First Class,277,DAL-ATL,306,Giulietta Weimer
azypern@vizpainter.com,False,9/13/2017,11/13/2017,Economy,109,DAL-HOU,50,Annie Zypern
bfritzler@vizpainter.com,False,2/10/2017,3/23/2017,Economy,69,DAL-CLE,85,Beth Fritzler
ghale,False,11/14/2017,11/30/2017,Economy,68,DAL-HOU,298,Gene Hale
ccarreira@vizpainter.com,False,11/23/2016,1/27/2017,Business,161,DAL-AUS,177,Craig Carreira
moakman@vizpainter.com,False,10/6/2017,10/30/2017,First Class,254,DAL-SEA,529,Michael Oakman
tstivers@vizpainter.com,False,9/19/2017,12/4/2017,Economy,78,DAL-PHX,761,Tom Stivers
dmartin@vizpainter.com,False,11/20/2017,12/16/2017,Economy,157,DAL-PHX,200,Darrin Martin
jrupert@vizpainter.com,True,1/12/2017,2/18/2017,Economy,111,DAL-AUS,379,Jocasta Rupert
ttaslimi@vizpainter.com,False,10/2/2017,11/5/2017,Economy,157,DAL-PHX,750,Tim Taslimi
kbraun@vizpainter.com,False,8/14/2017,12/11/2017,Business,148,DAL-AUS,420,Karl Braun
nchilds@vizpainter.com,False,10/13/2017,11/19/2017,Economy,139,DAL-LGA,574,Noah Childs
educich@vizpainter.com,True,4/19/2017,7/16/2017,Business,171,DAL-LAS,258,Emily Ducich
ldecherney@vizpainter.com,False,12/20/2017,12/31/2017,Business,142,DAL-SEA,466,Lisa DeCherney
cjackson@vizpainter.com,False,12/16/2016,2/6/2017,Economy,141,DAL-TUL,124,Carl Jackson
kferguson@vizpainter.com,False,11/7/2017,11/19/2017,Economy,115,DAL-ELP,418,Karen Ferguson
carmstrong@vizpainter.com,False,7/5/2017,9/23/2017,Economy,65,DAL-ELP,136,Cathy Armstrong
mjones@vizpainter.com,False,10/10/2017,11/18/2017,Economy,118,DAL-AUS,515,Max Jones
djoy@vizpainter.com,False,6/21/2017,9/8/2017,First Class,224,DAL-MDW,227,Denny Joy
kedelman@vizpainter.com,False,12/2/2017,12/29/2017,Economy,86,DAL-HOU,427,Katrina Edelman
ahaines@vizpainter.com,False,9/18/2017,11/13/2017,Economy,102,DAL-HOU,13,Alan Haines
sann@vizpainter.com,True,7/31/2017,8/23/2017,Economy,138,DAL-AUS,721,Sue Ann Reed
jlebron@vizpainter.com,False,5/15/2017,6/12/2017,Economy,88,DAL-HOU,341,Jack Lebron
educich@vizpainter.com,False,7/6/2017,8/28/2017,Economy,130,DAL-LGA,258,Emily Ducich
kducich@vizpainter.com,True,9/17/2017,11/30/2017,Economy,114,DAL-OKC,422,Katherine Ducich
mgastineau@vizpainter.com,True,4/24/2017,6/3/2017,Economy,94,DAL-ATL,546,Mitch Gastineau
msatty@vizpainter.com,False,9/6/2017,10/14/2017,Business,157,DAL-ATL,513,Maurice Satty
hwasserman@vizpainter.com,False,10/30/2017,12/27/2017,Business,177,DAL-AUS,328,Helen Wasserman
aallen@vizpainter.com,False,10/11/2017,11/15/2017,Economy,83,DAL-LGA,32,Andrew Allen
dkotsonis@vizpainter.com,False,8/13/2017,9/4/2017,Economy,127,DAL-SFO,188,Damala Kotsonis
cstewart@vizpainter.com,False,11/23/2017,12/24/2017,Economy,93,DAL-MDW,166,Cindy Stewart
pprost@vizpainter.com,False,1/3/2017,5/5/2017,Economy,130,DAL-MDW,596,Paul Prost
jeaton@vizpainter.com,False,2/24/2017,5/17/2017,Economy,123,DAL-HOU,382,Joel Eaton
nfritzler@vizpainter.com,False,7/3/2017,8/23/2017,Economy,68,DAL-AUS,558,Natalie Fritzler
reichhorn@vizpainter.com,False,11/4/2017,12/17/2017,Economy,60,DAL-AUS,629,Richard Eichhorn
jbarnett@vizpainter.com,False,11/7/2017,12/12/2017,Economy,89,DAL-AUS,402,Julia Barnett
tsissman@vizpainter.com,True,2/8/2017,3/10/2017,Economy,106,DAL-HOU,738,Thais Sissman
gbell@vizpainter.com,False,4/1/2017,5/3/2017,Economy,68,DAL-ATL,301,George Bell
bsweed@vizpainter.com,False,10/28/2017,12/4/2017,First Class,281,DAL-AUS,106,Brendan Sweed
bdecherney@vizpainter.com,False,9/21/2017,12/31/2017,Economy,145,DAL-GRR,108,Brian DeCherney
mhuthwaite@vizpainter.com,False,3/17/2017,4/4/2017,Business,173,DAL-PHX,534,Michelle Huthwaite
nradford@vizpainter.com,True,7/8/2017,9/1/2017,Economy,80,DAL-SEA,569,Nick Radford
rhightower@vizpainter.com,False,9/10/2017,9/30/2017,Economy,133,DAL-HOU,636,Ritsa Hightower
jgalang@vizpainter.com,False,6/14/2017,10/15/2017,Economy,69,DAL-LGA,343,James Galang
cdemoss@vizpainter.com,False,8/26/2017,11/9/2017,Business,133,DAL-AUS,151,Christina DeMoss
mlee@vizpainter.com,False,6/28/2017,8/12/2017,Economy,148,DAL-AUS,550,Muhammed Lee
jmyrick@vizpainter.com,False,6/17/2017,8/16/2017,Economy,114,DAL-ATL,368,Jessica Myrick
lryan@vizpainter.com,False,8/25/2017,9/30/2017,Economy,124,DAL-LAS,468,Lisa Ryan
ejacobs@vizpainter.com,False,1/10/2017,3/20/2017,Business,131,DAL-SFO,276,Eva Jacobs
arosenblatt@vizpainter.com,False,11/20/2017,12/31/2017,Business,62,DAL-SEA,27,Allen Rosenblatt
dleinenbach@vizpainter.com,True,11/6/2017,11/28/2017,Economy,61,DAL-ATL,221,Denise Leinenbach
bfritzler@vizpainter.com,True,2/16/2017,3/23/2017,Economy,74,DAL-HOU,85,Beth Fritzler
ddickinson@vizpainter.com,False,6/6/2017,10/8/2017,Economy,110,DAL-HOU,237,Dorothy Dickinson
mschwartz@vizpainter.com,True,11/29/2017,12/29/2017,First Class,254,DAL-OKC,517,Maxwell Schwartz
tstivers@vizpainter.com,False,11/6/2017,12/4/2017,Economy,113,DAL-HOU,761,Tom Stivers
dbremer@vizpainter.com,False,10/4/2017,12/6/2017,Economy,115,DAL-ATL,207,David Bremer
jrupert@vizpainter.com,False,12/11/2016,2/18/2017,First Class,225,DAL-HOU,379,Jocasta Rupert
ttaslimi@vizpainter.com,True,9/13/2017,11/5/2017,Economy,113,DAL-AUS,750,Tim Taslimi
schance,False,1/1/2017,1/29/2017,Economy,71,DAL-PHX,695,Shaun Chance
cbergmann@vizpainter.com,True,10/21/2017,11/10/2017,Economy,151,DAL-AMA,168,Claudia Bergmann
ahane@vizpainter.com,True,5/15/2017,9/15/2017,Economy,62,DAL-AUS,8,Adrian Hane
kferguson@vizpainter.com,False,11/3/2017,11/19/2017,Economy,128,DAL-PHX,418,Karen Ferguson
rfranzösisch@vizpainter.com,False,4/13/2017,6/25/2017,Economy,155,DAL-PHX,655,Roy Französisch
fcarlisle@vizpainter.com,True,2/26/2017,4/21/2017,Economy,101,DAL-GRR,282,Frank Carlisle
mhaberlin@vizpainter.com,True,7/4/2017,7/27/2017,Economy,152,DAL-ELP,495,Mark Haberlin
djoy@vizpainter.com,False,8/12/2017,9/8/2017,Economy,72,DAL-LAS,227,Denny Joy
dkendrick@vizpainter.com,False,10/12/2017,10/17/2017,Economy,158,DAL-HOU,209,David Kendrick
aarmold@vizpainter.com,True,4/9/2017,5/12/2017,Economy,124,DAL-SLC,25,Allen Armold
rwaldorf@vizpainter.com,False,10/13/2017,11/14/2017,Economy,158,DAL-HOU,645,Robert Waldorf
jlebron@vizpainter.com,True,5/30/2017,6/12/2017,Economy,140,DAL-OKC,341,Jack Lebron
kmurray@vizpainter.com,False,10/14/2017,12/29/2017,Business,141,DAL-LGA,424,Katherine Murray
,False,11/20/2017,12/31/2017,Economy,71,DAL-ELP,679,Sarah Foster
x,False,1/29/2017,3/6/2017,Economy,105,DAL-SLC,204,Dave Hallsten
hwasserman@vizpainter.com,False,11/4/2017,12/27/2017,Economy,74,DAL-TUL,328,Helen Wasserman
snguyen@vizpainter.com,False,7/4/2017,10/2/2017,Economy,60,DAL-LGA,713,Steve Nguyen
hengle@vizpainter.com,False,9/30/2017,11/4/2017,Economy,90,DAL-CLE,319,Harold Engle
carntzen@vizpainter.com,False,1/4/2017,3/26/2017,First Class,213,DAL-HOU,184,Cynthia Arntzen
dbrooks@vizpainter.com,False,10/21/2017,12/11/2017,Economy,75,DAL-GRR,203,Dave Brooks
dpoirier@vizpainter.com,False,10/21/2017,11/17/2017,Economy,87,DAL-MDW,206,Dave Poirier
spak@vizpainter.com,False,9/7/2017,9/22/2017,Economy,129,DAL-AUS,723,Sung Pak
rd'ascenzo@vizpainter.com,True,11/11/2017,12/3/2017,Economy,154,DAL-LAS,661,Russell D'Ascenzo
jeaton@vizpainter.com,False,5/8/2017,5/17/2017,Economy,121,DAL-ATL,382,Joel Eaton
rhaberlin@vizpainter.com,False,6/7/2017,6/30/2017,Economy,110,DAL-HOU,639,Rob Haberlin
agrove@vizpainter.com,False,9/21/2017,10/17/2017,Business,144,DAL-PHX,18,Alejandro Grove
rausman@vizpainter.com,False,2/1/2017,4/15/2017,Economy,131,DAL-PHX,658,Ruben Ausman
sengle@vizpainter.com,False,1/16/2017,3/31/2017,Business,174,DAL-LAS,673,Sanjit Engle
rkennedy@vizpainter.com,False,7/19/2017,7/31/2017,Economy,70,DAL-AUS,619,Ralph Kennedy
mgastineau@vizpainter.com,False,7/21/2017,9/19/2017,Economy,75,DAL-AUS,511,Maureen Gastineau
nfranzösisch@vizpainter.com,False,6/13/2017,6/20/2017,Economy,131,DAL-AMA,564,Neil Französisch
mgockenbach@vizpainter.com,False,2/16/2017,4/8/2017,Economy,97,DAL-HOU,542,Mike Gockenbach
ccheatham@vizpainter.com,False,8/17/2017,9/8/2017,Economy,105,DAL-LGA,169,Clay Cheatham
kwillman@vizpainter.com,False,9/6/2017,11/2/2017,Economy,106,DAL-ATL,428,Katrina Willman
ashonely@vizpainter.com,False,5/25/2017,6/18/2017,Economy,81,DAL-OKC,16,Alan Shonely
sgordon@vizpainter.com,False,7/9/2017,9/24/2017,Economy,144,DAL-LGA,697,Sheri Gordon
rhightower@vizpainter.com,False,9/4/2017,9/30/2017,Economy,92,DAL-MDW,636,Ritsa Hightower
rschwarz@vizpainter.com,False,9/4/2017,10/6/2017,First Class,248,DAL-MDW,650,Roland Schwarz
cphan@vizpainter.com,False,9/29/2017,11/7/2017,Economy,115,DAL-PHX,155,Christine Phan
fharton@vizpainter.com,False,11/16/2017,12/11/2017,Economy,134,DAL-OKC,289,Fred Harton
lhaushalter@vizpainter.com,False,10/11/2017,11/10/2017,Economy,91,DAL-AUS,476,Logan Haushalter
tbrockman@vizpainter.com,True,10/25/2017,11/27/2017,Economy,74,DAL-HOU,749,Tim Brockman
jgarza@vizpainter.com,False,2/28/2017,3/18/2017,First Class,257,DAL-SLC,340,Jack Garza
aferguson@vizpainter.com,False,9/22/2017,11/30/2017,Economy,79,DAL-HOU,58,Art Ferguson
mlee@vizpainter.com,False,6/9/2017,8/12/2017,Economy,108,DAL-MDW,550,Muhammed Lee
tritter@vizpainter.com,True,7/12/2017,11/3/2017,Economy,64,DAL-ELP,754,Toby Ritter
mbrown@vizpainter.com,False,6/28/2017,7/15/2017,Economy,61,DAL-LAS,538,Mick Brown
csayre@vizpainter.com,False,5/27/2017,7/13/2017,Economy,126,DAL-AUS,122,Cari Sayre
swooten@vizpainter.com,True,8/27/2017,9/18/2017,Economy,74,DAL-SLC,682,Scot Wooten
handreada@vizpainter.com,False,8/16/2017,9/5/2017,Economy,88,DAL-PHX,327,Helen Andreada
cprescott@vizpainter.com,False,10/19/2017,11/1/2017,Economy,97,DAL-PHX,138,Cathy Prescott
ahawkins@vizpainter.com,False,2/20/2017,5/12/2017,Economy,64,DAL-ATL,2,Aaron Hawkins
azypern@vizpainter.com,False,7/29/2017,11/13/2017,Economy,162,DAL-SLC,50,Annie Zypern
rphan@vizpainter.com,False,10/8/2017,12/11/2017,Economy,153,DAL-LGA,656,Roy Phan
bfritzler@vizpainter.com,False,2/18/2017,3/23/2017,Business,134,DAL-AUS,85,Beth Fritzler
ghale,True,8/14/2017,11/30/2017,Economy,139,DAL-MDW,298,Gene Hale
ccarreira@vizpainter.com,False,12/8/2016,1/27/2017,First Class,261,DAL-SEA,177,Craig Carreira
ttaslimi@vizpainter.com,False,8/28/2017,11/5/2017,Economy,116,DAL-LGA,750,Tim Taslimi
nchilds@vizpainter.com,False,9/17/2017,11/19/2017,Business,158,DAL-AUS,574,Noah Childs
asteele@vizpainter.com,False,9/23/2017,10/1/2017,Business,110,DAL-AMA,42,Ann Steele
bdodson@vizpainter.com,False,8/20/2017,10/1/2017,Economy,101,DAL-MDW,104,Brendan Dodson
tboland@vizpainter.com,False,3/13/2017,4/10/2017,Economy,98,DAL-ATL,744,Thomas Boland
ldecherney@vizpainter.com,True,12/10/2017,12/31/2017,Economy,149,DAL-AUS,466,Lisa DeCherney
kferguson@vizpainter.com,False,11/8/2017,11/19/2017,Economy,80,DAL-PHX,418,Karen Ferguson
rbradley@vizpainter.com,False,10/22/2017,12/8/2017,Economy,87,DAL-HOU,621,Randy Bradley
esmith@vizpainter.com,True,12/12/2017,12/25/2017,Economy,145,DAL-GRR,267,Erica Smith
ccatlett@vizpainter.com,True,3/25/2017,5/16/2017,Economy,157,DAL-AUS,173,Corey Catlett
mjones@vizpainter.com,False,10/8/2017,11/18/2017,Economy,112,DAL-OKC,515,Max Jones
kedelman@vizpainter.com,True,11/28/2017,12/29/2017,Economy,158,DAL-ELP,427,Katrina Edelman
ahaines@vizpainter.com,False,9/16/2017,11/13/2017,Business,81,DAL-AUS,13,Alan Haines
bbowman@vizpainter.com,False,8/21/2017,10/8/2017,Economy,98,DAL-ELP,103,Brenda Bowman
sann@vizpainter.com,True,7/19/2017,8/23/2017,First Class,228,DAL-ELP,721,Sue Ann Reed
jlebron@vizpainter.com,False,5/27/2017,6/12/2017,Economy,64,DAL-HOU,341,Jack Lebron
dbickford@vizpainter.com,False,8/17/2017,9/30/2017,Business,120,DAL-SLC,240,Doug Bickford
,False,12/13/2017,12/31/2017,Economy,62,DAL-LAS,679,Sarah Foster
msatty@vizpainter.com,False,10/1/2017,10/14/2017,Business,172,DAL-ELP,513,Maurice Satty
mchen@vizpainter.com,True,1/31/2017,2/13/2017,Economy,86,DAL-LGA,522,Michael Chen
hwasserman@vizpainter.com,False,11/26/2017,12/27/2017,Economy,103,DAL-ATL,328,Helen Wasserman
snguyen@vizpainter.com,False,8/26/2017,10/2/2017,Economy,125,DAL-AUS,713,Steve Nguyen
kthornton@vizpainter.com,False,5/23/2017,6/29/2017,Business,105,DAL-LGA,431,Kean Thornton
jcaffey@vizpainter.com,False,11/27/2017,12/22/2017,Economy,159,DAL-GRR,358,Jenna Caffey
mcousins@vizpainter.com,False,9/9/2017,12/24/2017,Economy,85,DAL-AUS,494,Mark Cousins
dbrooks@vizpainter.com,True,9/21/2017,12/11/2017,Business,177,DAL-LAS,203,Dave Brooks
dpoirier@vizpainter.com,False,7/12/2017,11/17/2017,Economy,142,DAL-HOU,206,Dave Poirier
spak@vizpainter.com,False,8/13/2017,9/22/2017,Economy,106,DAL-CLE,723,Sung Pak
bweirich@vizpainter.com,True,5/15/2017,7/9/2017,Economy,91,DAL-LAS,71,Barry Weirich
rd'ascenzo@vizpainter.com,False,11/10/2017,12/3/2017,Economy,152,DAL-GRR,661,Russell D'Ascenzo
jeaton@vizpainter.com,False,5/3/2017,5/17/2017,Business,156,DAL-SEA,382,Joel Eaton
